Resume,Job Description,Similarity Score
"Product Manager skilled in data analysis, agile, scrum, roadmap planning.","DevOps Engineer skilled in kubernetes, docker, ci/cd, aws.",0.633587
"Mobile App Developer skilled in react native, kotlin, swift, android.","Cloud Engineer skilled in terraform, cloud computing, aws, azure.",0.678975
"UX Designer skilled in figma, prototyping, user research, wireframing.","Cloud Engineer skilled in azure, cloud computing, terraform, aws.",0.550516
"Full Stack Developer skilled in react, javascript, node.js, python.","Product Manager skilled in agile, data analysis, scrum, roadmap planning.",0.592954
"Machine Learning Engineer skilled in python, model deployment, tensorflow, pytorch.","Data Scientist skilled in python, machine learning, sql, statistics.",0.688208
"Backend Developer skilled in python, rest api, node.js, sql.","IT Support Specialist skilled in helpdesk, vpn, troubleshooting, windows.",0.566255
"Machine Learning Engineer skilled in python, model deployment, tensorflow, pytorch.","Software Engineer skilled in python, c++, java, oop.",0.783143
"Software Engineer skilled in oop, python, java, c++.","QA Engineer skilled in python, automation testing, selenium, test planning.",0.729195
"Product Manager skilled in scrum, roadmap planning, agile, data analysis.","Product Manager skilled in data analysis, scrum, agile, roadmap planning.",0.883489
"Data Scientist skilled in python, sql, statistics, machine learning.","Database Administrator skilled in sql, backup, oracle, performance tuning.",0.730312
"DevOps Engineer skilled in aws, kubernetes, ci/cd, docker.","Network Engineer skilled in switching, firewalls, routing, tcp/ip.",0.690667
"Machine Learning Engineer skilled in pytorch, model deployment, python, tensorflow.","AI Engineer skilled in python, deep learning, tensorflow, nlp.",0.674333
"Software Engineer skilled in c++, oop, python, java.","DevOps Engineer skilled in ci/cd, kubernetes, docker, aws.",0.673388
"Product Manager skilled in scrum, agile, roadmap planning, data analysis.","Data Engineer skilled in hadoop, spark, etl, airflow.",0.655501
"Backend Developer skilled in sql, python, node.js, rest api.","Product Manager skilled in data analysis, agile, scrum, roadmap planning.",0.568717
"Database Administrator skilled in oracle, performance tuning, sql, backup.","Machine Learning Engineer skilled in model deployment, tensorflow, pytorch, python.",0.601284
"DevOps Engineer skilled in kubernetes, aws, docker, ci/cd.","DevOps Engineer skilled in docker, ci/cd, aws, kubernetes.",0.762862
"Cybersecurity Analyst skilled in encryption, linux, network security, python.","Business Analyst skilled in requirements gathering, uml, sql, data analysis.",0.644288
"Network Engineer skilled in firewalls, switching, tcp/ip, routing.","Mobile App Developer skilled in kotlin, swift, android, react native.",0.609461
"System Administrator skilled in bash scripting, vmware, linux, networking.","Full Stack Developer skilled in react, javascript, python, node.js.",0.568472
"Machine Learning Engineer skilled in python, tensorflow, pytorch, model deployment.","IT Support Specialist skilled in vpn, troubleshooting, windows, helpdesk.",0.630729
"DevOps Engineer skilled in ci/cd, kubernetes, docker, aws.","Data Scientist skilled in statistics, machine learning, sql, python.",0.565235
"Data Engineer skilled in etl, hadoop, spark, airflow.","Database Administrator skilled in oracle, sql, performance tuning, backup.",0.687515
"Business Analyst skilled in requirements gathering, sql, data analysis, uml.","Frontend Developer skilled in html, javascript, css, react.",0.588909
"Data Engineer skilled in airflow, etl, hadoop, spark.","Full Stack Developer skilled in javascript, node.js, react, python.",0.645014
"Full Stack Developer skilled in python, node.js, react, javascript.","Backend Developer skilled in rest api, node.js, sql, python.",0.685905
"DevOps Engineer skilled in kubernetes, aws, ci/cd, docker.","Database Administrator skilled in oracle, performance tuning, sql, backup.",0.633289
"Machine Learning Engineer skilled in pytorch, tensorflow, python, model deployment.","Business Analyst skilled in sql, uml, requirements gathering, data analysis.",0.666405
"Cybersecurity Analyst skilled in encryption, python, linux, network security.","UX Designer skilled in user research, figma, wireframing, prototyping.",0.572576
"QA Engineer skilled in automation testing, test planning, selenium, python.","Cybersecurity Analyst skilled in linux, network security, encryption, python.",0.684193
"Frontend Developer skilled in css, javascript, react, html.","Cloud Engineer skilled in azure, terraform, cloud computing, aws.",0.671907
"Software Engineer skilled in java, c++, python, oop.","Machine Learning Engineer skilled in model deployment, pytorch, tensorflow, python.",0.625567
"DevOps Engineer skilled in docker, kubernetes, aws, ci/cd.","Mobile App Developer skilled in android, swift, kotlin, react native.",0.590146
"UX Designer skilled in user research, figma, prototyping, wireframing.","Network Engineer skilled in routing, firewalls, switching, tcp/ip.",0.674153
"Product Manager skilled in roadmap planning, scrum, agile, data analysis.","Cloud Engineer skilled in azure, terraform, cloud computing, aws.",0.595383
"DevOps Engineer skilled in ci/cd, docker, kubernetes, aws.","System Administrator skilled in vmware, linux, networking, bash scripting.",0.660882
"UX Designer skilled in prototyping, user research, wireframing, figma.","Machine Learning Engineer skilled in pytorch, tensorflow, model deployment, python.",0.583103
"Cloud Engineer skilled in terraform, aws, azure, cloud computing.","Cloud Engineer skilled in aws, terraform, azure, cloud computing.",0.93983
"Business Analyst skilled in sql, uml, requirements gathering, data analysis.","Product Manager skilled in roadmap planning, agile, data analysis, scrum.",0.66001
"System Administrator skilled in linux, vmware, bash scripting, networking.","UX Designer skilled in prototyping, wireframing, user research, figma.",0.662885
"Database Administrator skilled in performance tuning, oracle, sql, backup.","Backend Developer skilled in rest api, sql, python, node.js.",0.609065
"Data Engineer skilled in airflow, spark, etl, hadoop.","Data Engineer skilled in etl, hadoop, spark, airflow.",0.843692
"AI Engineer skilled in deep learning, python, nlp, tensorflow.","Data Engineer skilled in etl, airflow, spark, hadoop.",0.646308
"Backend Developer skilled in sql, python, node.js, rest api.","Cloud Engineer skilled in terraform, azure, aws, cloud computing.",0.588665
"AI Engineer skilled in deep learning, tensorflow, nlp, python.","Business Analyst skilled in data analysis, requirements gathering, uml, sql.",0.65257
"DevOps Engineer skilled in kubernetes, docker, ci/cd, aws.","AI Engineer skilled in nlp, deep learning, python, tensorflow.",0.737328
"Data Engineer skilled in spark, hadoop, airflow, etl.","System Administrator skilled in linux, vmware, bash scripting, networking.",0.576938
"Cloud Engineer skilled in azure, aws, terraform, cloud computing.","Full Stack Developer skilled in javascript, python, node.js, react.",0.616856
"Frontend Developer skilled in html, react, css, javascript.","QA Engineer skilled in selenium, test planning, automation testing, python.",0.676446
"Database Administrator skilled in sql, oracle, backup, performance tuning.","Machine Learning Engineer skilled in pytorch, model deployment, python, tensorflow.",0.657063
"Data Scientist skilled in python, machine learning, statistics, sql.","Product Manager skilled in data analysis, agile, roadmap planning, scrum.",0.715015
"QA Engineer skilled in selenium, test planning, python, automation testing.","Frontend Developer skilled in javascript, react, css, html.",0.603354
"IT Support Specialist skilled in troubleshooting, vpn, helpdesk, windows.","Network Engineer skilled in routing, switching, firewalls, tcp/ip.",0.554677
"Data Scientist skilled in statistics, sql, python, machine learning.","QA Engineer skilled in python, test planning, automation testing, selenium.",0.668672
"Data Engineer skilled in etl, spark, hadoop, airflow.","Backend Developer skilled in rest api, node.js, sql, python.",0.552716
"UX Designer skilled in user research, figma, wireframing, prototyping.","Backend Developer skilled in sql, node.js, rest api, python.",0.619505
"UX Designer skilled in wireframing, figma, user research, prototyping.","Cloud Engineer skilled in azure, cloud computing, aws, terraform.",0.655405
"System Administrator skilled in networking, vmware, linux, bash scripting.","IT Support Specialist skilled in troubleshooting, windows, vpn, helpdesk.",0.694648
"Product Manager skilled in agile, data analysis, roadmap planning, scrum.","Database Administrator skilled in backup, sql, oracle, performance tuning.",0.585531
"System Administrator skilled in linux, vmware, networking, bash scripting.","Full Stack Developer skilled in javascript, python, node.js, react.",0.67351
"Data Scientist skilled in python, sql, statistics, machine learning.","Data Scientist skilled in python, sql, machine learning, statistics.",0.902753
"DevOps Engineer skilled in ci/cd, kubernetes, docker, aws.","Data Scientist skilled in machine learning, python, statistics, sql.",0.596504
"UX Designer skilled in user research, prototyping, wireframing, figma.","Business Analyst skilled in requirements gathering, data analysis, sql, uml.",0.674967
"QA Engineer skilled in automation testing, selenium, python, test planning.","Cloud Engineer skilled in azure, terraform, cloud computing, aws.",0.718611
"IT Support Specialist skilled in vpn, helpdesk, troubleshooting, windows.","QA Engineer skilled in python, test planning, selenium, automation testing.",0.667637
"Data Scientist skilled in statistics, machine learning, sql, python.","Mobile App Developer skilled in android, react native, swift, kotlin.",0.677981
"Machine Learning Engineer skilled in tensorflow, python, pytorch, model deployment.","Cybersecurity Analyst skilled in linux, python, network security, encryption.",0.618418
"Mobile App Developer skilled in swift, react native, kotlin, android.","AI Engineer skilled in python, tensorflow, deep learning, nlp.",0.609139
"Product Manager skilled in scrum, roadmap planning, agile, data analysis.","Mobile App Developer skilled in kotlin, react native, swift, android.",0.685813
"DevOps Engineer skilled in docker, aws, ci/cd, kubernetes.","Backend Developer skilled in rest api, node.js, sql, python.",0.636416
"Database Administrator skilled in performance tuning, oracle, sql, backup.","Frontend Developer skilled in html, css, javascript, react.",0.597921
"DevOps Engineer skilled in kubernetes, aws, ci/cd, docker.","Software Engineer skilled in python, oop, c++, java.",0.611019
"Data Scientist skilled in sql, machine learning, python, statistics.","Network Engineer skilled in routing, firewalls, switching, tcp/ip.",0.661373
